pantheria_tax_id	pantheria_char_id	pantheria_char_value
3084	42	101.39
3084	43	7
3084	44	137.69
3084	45	7.00
3084	46	0.07
3084	47	209.77
3084	48	247.28
3084	49	1671.17
3084	50	1767.90
3085	36	3495239.84
3085	37	40.13
3085	38	19.53
3085	39	29.83
3085	40	122.70
3085	41	96.95
3085	42	109.82
3085	43	1
3085	44	298.29
3085	45	17.00
3085	46	0.06
3085	47	94.18
3085	48	137.74
3085	49	900.52
3085	50	1036.23
3086	2	80.65
3086	4	130.63
3086	16	2.37
3086	31	3121
3086	36	36065.98
3086	37	25.29
3086	38	21.90
3086	39	23.60
3086	40	122.00
3086	41	120.04
3086	42	121.02
3086	43	70
3086	44	676.60
3086	45	73.00
3086	46	0.03
3086	47	160.50
3086	48	165.80
3087	2	71.54
3087	4	159.00
3087	16	3.70
3087	21	23.91
3087	31	456;730;1297;1945;2152;2655
3087	36	1232473.45
3087	37	10.71
3087	38	-8.78
3087	39	0.96
3087	40	119.26
3087	41	98.13
3087	42	108.70
3087	43	1
3087	44	158.45
3087	45	4.00
3087	46	0.14
3087	47	240.57
3087	48	248.40
3087	49	1674.12
3087	50	1742.70
3088	2	81.17
3088	4	143.23
3088	31	456;3121
3088	36	36065.98
3088	37	25.29
3088	38	21.90
3088	39	23.60
3088	40	122.00
3088	41	120.04
3088	42	121.02
3088	43	70
3088	44	676.60
3088	45	73.00
3088	46	0.03
3088	47	160.50
3088	48	165.80
3089	16	4.86
3089	31	1297
3089	36	212869.40
3089	37	29.51
3089	38	24.54
3089	39	27.03
3089	40	100.63
3089	41	84.41
3089	42	92.52
3089	43	1
3089	44	89.98
3089	45	1.00
3089	46	0.08
3089	47	182.18
3089	48	94.68
3089	49	1043.41
3089	50	1218.30
3090	36	60049.13
3090	37	32.78
3090	38	30.09
3090	39	31.43
3090	40	104.49
3090	41	101.78
3090	42	103.14
3090	43	5
3090	44	183.50
3090	45	5.00
3090	46	0.06
3090	47	101.12
3090	48	75.16
3090	49	759.62
3090	50	846.81
3091	36	46452.46
3091	37	4.84
3091	38	-1.02
3091	39	1.90
3091	40	102.47
3091	41	96.11
3091	42	99.29
3091	43	20
3091	44	80.80
3091	45	20.00
3091	46	0.12
3091	47	212.15
3091	48	244.59
3091	49	1586.80
3091	50	1715.38
3092	2	81.79
3092	16	4.41
3092	31	1297;2655
3092	36	3471658.30
3092	37	35.05
3092	38	-8.84
3092	39	13.10
3092	40	120.96
3092	41	73.46
3092	42	97.21
3092	43	0
3092	44	194.41
3092	45	8.00
3092	46	0.09
3092	47	152.67
3092	48	203.44
3092	49	1172.91
3092	50	1438.57
3093	36	2945.56
3093	37	14.69
3093	38	14.18
3093	39	14.43
3093	40	101.81
3093	41	101.06
3093	42	101.44
3093	43	51
3093	44	89.99
3093	45	51.00
3093	46	0.04
3093	47	120.76
3093	48	258.50
3093	49	1242.00
3093	50	1720.51
3094	36	192161.81
3094	37	26.88
3094	38	10.60
3094	39	18.74
3094	40	109.23
3094	41	93.29
3094	42	101.26
3094	43	2
3094	44	140.88
3094	45	6.00
3094	46	0.11
3094	47	179.56
3094	48	223.51
3094	49	1143.09
3094	50	1481.24
3095	36	14861.73
3095	37	-6.54
3095	38	-7.63
3095	39	-7.09
3095	40	110.66
3095	41	106.66
3095	42	108.66
3095	43	444
3095	44	874.24
3095	45	444.00
3095	46	0.05
3095	47	215.61
3095	48	233.45
3095	49	1546.94
3095	50	1750.81
3096	2	100.00
3096	19	3.75
3096	31	1297;2655
3096	36	285657.49
3096	37	35.40
3096	38	26.98
3096	39	31.19
3096	40	89.11
3096	41	73.16
3096	42	81.14
3096	43	0
3096	44	137.06
3096	45	3.00
3096	46	0.08
3096	47	103.37
3096	48	69.58
3096	49	864.22
3096	50	1143.26
3097	2	79.73
3097	4	159.00
3097	31	2152
3097	36	115873.29
3097	37	7.03
3097	38	3.09
3097	39	5.06
3097	40	119.26
3097	41	114.62
3097	42	116.94
3097	43	3
3097	44	36.24
3097	45	3.50
3097	46	0.28
3097	47	282.45
3097	48	239.18
3097	49	1737.98
3097	50	1808.37
3098	36	77232.22
3098	37	26.16
3098	38	15.49
3098	39	20.82
3098	40	106.33
3098	41	92.11
3098	42	99.22
3098	43	6
3098	44	139.79
3098	45	25.00
3098	46	0.08
3098	47	183.25
3098	48	223.17
3098	49	1056.85
3098	50	1375.43
3099	1	2.00
3099	2	31.46
3099	3	59.96
3099	4	66.50
3099	5	0.00
3099	7	27.54
3099	8	33.50
3099	9	3.00
3099	12	1.00
3099	16	0.99
3099	19	6.16
3099	20	38.79
3099	26	2.00
3099	27	2
3099	28	77.56
3099	29	21.00
3099	31	185;196;487;598;889;1297;1367;1528;1658;1784;1822;1948;2144;2151;2622;2655;2719;2751;3023
3099	36	13030875.29
3099	37	16.72
3099	38	-30.96
3099	39	-7.11
3099	40	-34.79
3099	41	-93.33
3099	42	-64.06
3099	43	0
3099	44	25.32
3099	45	0.00
3099	46	0.11
3099	47	152.62
3099	48	240.09
3099	49	1304.55
3099	50	1532.32
3100	2	29.93
3100	17	1.00
3100	31	2143;3043
3100	36	14991800.72
3100	37	26.18
3100	38	-33.75
3100	39	-3.78
3100	40	-34.79
3100	41	-109.22
3100	42	-72.00
3100	43	0
3100	44	31.17
3100	45	0.00
3100	46	0.11
3100	47	142.79
3100	48	234.63
3100	49	1256.03
3100	50	1510.54
3101	1	3.00
3101	2	6410.47
3101	4	545.00
3101	6	3285.00
3101	9	5.00
3101	11	205.81
3101	12	1.00
3101	13	1.05
3101	14	1.50
3101	15	821.25
3101	16	1.01
3101	18	529.20
3101	21	6.17
3101	23	2454.24
3101	24	4.00
3101	26	2.00
3101	27	2
3101	28	635.13
3101	31	543;1015;1297;1489;1544;1547;1733;1848;2344;2655;2660;2986
3101	33	0.73
3101	36	191956.23
3101	37	25.32
3101	38	20.09
3101	39	22.70
3101	40	107.98
3101	41	98.95
3101	42	103.47
3101	43	9
3101	44	167.56
3101	45	17.00
3101	46	0.08
3101	47	119.62
3101	48	172.93
3101	49	1062.28
3101	50	1242.12
3102	1	3.00
3102	24	1.00
3102	31	2660
3102	36	88851.07
3102	37	13.89
3102	38	9.61
3102	39	11.75
3102	40	109.28
3102	41	106.12
3102	42	107.70
3102	43	2
3102	44	202.80
3102	45	3.00
3102	46	0.13
3102	47	142.76
3102	48	249.15
3102	49	1151.59
3102	50	1474.18
3103	36	15875.47
3103	37	22.77
3103	38	18.50
3103	39	20.63
3103	40	110.21
3103	41	105.11
3103	42	107.66
3103	43	54
3103	44	210.26
3103	45	54.00
3103	46	0.09
3103	47	117.65
3103	48	217.93
3103	49	1161.60
3103	50	1576.16
3104	1	3.00
3104	2	7320.00
3104	4	545.00
3104	19	497.33
3104	24	1.00
3104	31	1547;1848;2655;2660
3104	36	194572.77
3104	37	23.75
3104	38	18.07
3104	39	20.91
3104	40	106.03
3104	41	99.54
3104	42	102.78
3104	43	5
3104	44	100.25
3104	45	9.50
3104	46	0.10
3104	47	123.41
3104	48	190.67
3104	49	1050.88
3104	50	1289.06
3105	36	83883.77
3105	37	19.77
3105	38	15.35
3105	39	17.56
3105	40	108.45
3105	41	104.87
3105	42	106.66
3105	43	7
3105	44	157.93
3105	45	10.00
3105	46	0.12
3105	47	196.94
3105	48	227.04
3105	49	1265.05
3105	50	1496.63
3107	2	21.30
3107	9	1.00
3107	12	2.00
3107	26	1.00
3107	27	3
3107	31	890;2655
3107	36	73368.05
3107	37	-40.80
3107	38	-50.74
3107	39	-45.77
3107	40	-68.61
3107	41	-71.38
3107	42	-70.00
3107	43	0
3107	44	0.84
3107	45	0.00
3107	46	0.06
3107	47	33.51
3107	48	63.93
3107	49	340.43
3107	50	537.91
3109	1	2.00
3109	2	4.79
3109	4	61.36
3109	7	13.08
3109	8	4.00
3109	9	1.00
3109	12	1.00
3109	16	3.69
3109	18	15.00
3109	19	0.82
3109	20	35.65
3109	21	2399.99
3109	25	6
3109	26	1.00
3109	27	3
3109	28	39.70
3109	31	119;626;1081;1297;1445;1565;1822;1849;2080;2516;2623;2655;2786;2819
3110	2	5.28
3110	4	66.53
3110	12	1.00
3110	26	1.00
3110	31	119
3112	2	32.34
3112	4	100.93
3112	5	20.27
3112	7	45.22
3112	8	32.30
3112	11	32.67
3112	15	32.75
3112	16	4.01
3112	18	62.40
3112	19	2.29
3112	23	76.70
3112	25	4
3112	28	30.00
3112	29	12.50
3112	30	91.00
3112	31	455;456;543;699;1009;1297;1577;1822;1849;2639;2655;2803;2978
3112	33	3.73
3112	36	2996063.11
3112	37	-19.19
3112	38	-31.99
3112	39	-25.59
3112	40	141.71
3112	41	113.38
3112	42	127.54
3112	43	0
3112	44	0.03
3112	45	0.00
3112	46	0.01
3112	47	20.79
3112	48	214.60
3112	49	286.74
3112	50	1307.27
3113	2	89.99
3113	4	145.05
3113	25	4
3113	31	2655;2803
3114	1	1.00
3114	2	38.99
3114	4	103.19
3114	9	4.00
3114	25	4
3114	27	2
3114	31	899;2655;2803
3114	36	55857.79
3114	37	-10.69
3114	38	-14.51
3114	39	-12.60
3114	40	142.86
3114	41	133.65
3114	42	138.25
3114	43	0
3114	44	0.37
3114	45	0.00
3114	46	0.06
3114	47	104.03
3114	48	266.09
3114	49	951.31
3114	50	1800.10
3115	2	34.79
3115	4	100.80
3115	5	23.00
3115	7	44.15
3115	8	33.20
3115	11	41.54
3115	16	2.95
3115	23	183.07
3115	25	4
3115	28	32.62
3115	31	456;1297;1577;1822;1849;2655;2803;2978
3115	36	353845.53
3115	37	-24.63
3115	38	-31.21
3115	39	-27.92
3115	40	142.39
3115	41	133.29
3115	42	137.84
3115	43	0
3115	44	5.9865437892177e-03
3115	45	0.00
3115	46	0.00
3115	47	15.84
3115	48	200.80
3115	49	180.86
3115	50	1331.07
3116	1	1.00
3116	2	39.28
3116	4	120.81
3116	9	5.00
3116	11	34.99
3116	12	2.00
3116	15	41.50
3116	16	3.07
3116	22	5.00
3116	23	81.36
3116	25	4
3116	26	1.00
3116	27	2
3116	28	30.00
3116	31	456;899;1297;1577;2655;2803
3116	33	3.30
3116	36	205961.50
3116	37	-25.17
3116	38	-31.11
3116	39	-28.14
3116	40	141.51
3116	41	137.63
3116	42	139.57
3116	43	0
3116	44	0.00
3116	45	0.00
3116	47	15.52
3116	48	209.56
3116	49	172.02
3116	50	1325.96
3117	2	100.00
3117	4	138.19
3117	25	4
3117	31	2655;2803
3118	2	89.99
3118	4	117.99
3118	25	4
3118	31	2655;2803
3119	2	42.80
3119	4	113.31
3119	5	20.50
3119	11	35.97
3119	15	36.50
3119	16	3.28
3119	23	78.91
3119	25	4
3119	28	30.20
3119	31	456;1297;1577;1849;2655;2803
3119	33	3.53
3119	36	613230.56
3119	37	-29.78
3119	38	-36.74
3119	39	-33.26
3119	40	143.49
3119	41	115.49
3119	42	129.49
3119	43	0
3119	44	2.86
3119	45	0.00
3119	46	0.02
3119	47	29.32
3119	48	165.83
3119	49	337.48
3119	50	1078.58
3120	2	89.99
3120	25	4
3120	31	2655;2803
3121	2	68.17
3121	3	66.00
3121	12	1.00
3121	16	0.99
3121	26	2.00
3121	31	196;360;1297;1658;2143;2151;2622;2655
3121	36	19355.80
3121	37	-14.15
3121	38	-20.24
3121	39	-17.20
3121	40	179.99
3121	41	-179.99
3121	42	0.00
3121	43	14
3121	44	32.39
3121	45	14.00
3121	46	0.10
3121	47	206.67
3121	48	236.67
3122	16	1.00
3122	22	250.00
3122	31	2017
3122	36	10854.67
3122	37	-20.08
3122	38	-21.78
3122	39	-20.93
3122	40	165.96
3122	41	163.98
3122	42	164.97
3122	43	10
3122	44	10.00
3122	45	10.00
3122	46	0.11
3122	47	87.20
3122	48	210.01
3123	12	1.00
3123	26	1.00
3123	31	1760
3123	36	74482.27
3123	37	-19.07
3123	38	-23.12
3123	39	-21.10
3123	40	129.18
3123	41	121.48
3123	42	125.33
3123	43	0
3123	44	0.00
3123	45	0.00
3123	47	31.20
3123	48	244.18
3123	49	416.17
3123	50	1342.89
3124	1	2.00
3124	2	55.00
3124	4	134.59
3124	9	2.00
3124	12	2.00
3124	16	1.00
3124	18	18.00
3124	24	1.00
3124	25	2
3124	26	1.00
3124	27	2
3124	31	543;955;1412;1760;2151;2655
3124	36	1779880.27
3124	37	-17.53
3124	38	-31.43
3124	39	-24.48
3124	40	137.56
3124	41	117.57
3124	42	127.56
3124	43	0
3124	44	0.02
3124	45	0.00
3124	46	0.02
3124	47	21.53
3124	48	219.00
3124	49	305.14
3124	50	1303.48
3125	3	60.50
3125	12	1.00
3125	16	1.91
3125	26	2.00
3125	31	1297;1658;2151
3125	32	31.87
3125	36	550221.66
3125	37	46.04
3125	38	30.92
3125	39	38.48
3125	40	145.82
3125	41	112.24
3125	42	129.03
3125	43	42
3125	44	341.10
3125	45	73.00
3125	46	0.02
3125	47	105.20
3125	48	95.73
3125	49	770.90
3125	50	816.42
3126	3	38.60
3126	12	1.00
3126	26	2.00
3126	31	2151;2689
3126	32	8.80
3126	36	2241.25
3126	37	39.09
3126	38	36.92
3126	39	38.01
3126	40	-25.01
3126	41	-28.83
3126	42	-26.92
3126	43	30
3126	44	80.46
3126	45	30.00
3126	46	-0.02
3127	36	18.98
3127	37	39.88
3127	38	39.83
3127	39	39.85
3127	40	141.82
3127	41	141.77
3127	42	141.79
3127	43	93
3127	44	93.00
3127	45	93.00
3127	46	0.00
3127	47	98.00
3127	48	57.00
3127	49	632.00
3127	50	631.00
3128	2	45.98
3128	3	64.07
3128	9	1.00
3128	12	1.00
3128	16	1.82
3128	19	5.60
3128	26	2.00
3128	27	3
3128	28	59.44
3128	29	26.00
3128	31	1297;1658;1705;2151;2583;2622;2655
3128	36	1629085.60
3128	37	58.10
3128	38	35.74
3128	39	46.92
3128	40	58.42
3128	41	-6.54
3128	42	25.93
3128	43	0
3128	44	86.76
3128	45	2.00
3128	46	2.61707860112321e-03
3128	47	49.28
3128	48	74.61
3128	49	456.64
3128	50	649.43
3129	2	12.47
3129	3	43.24
3129	12	1.00
3129	16	1.73
3129	17	1.00
3129	26	2.00
3129	31	414;1297;1658;1668;2143;2151;2622;2655;2689
3129	36	3415842.22
3129	37	55.87
3129	38	28.93
3129	39	42.40
3129	40	80.11
3129	41	-7.73
3129	42	36.18
3129	43	1
3129	44	106.89
3129	45	9.00
3129	46	0.01
3129	47	52.82
3129	48	76.47
3129	49	498.35
3129	50	622.60
3130	36	336171.49
3130	37	34.93
3130	38	27.48
3130	39	31.20
3130	40	82.59
3130	41	68.77
3130	42	75.68
3130	43	0
3130	44	269.10
3130	45	8.00
3130	46	0.13
3130	47	76.03
3130	48	164.47
3130	49	738.62
3130	50	1205.58
3131	2	28.48
3131	3	51.58
3131	4	75.00
3131	5	6.50
3131	6	365.00
3131	9	1.00
3131	11	72.24
3131	12	1.00
3131	16	1.33
3131	17	1.00
3131	18	144.00
3131	19	5.57
3131	22	500.00
3131	23	415.81
3131	26	2.00
3131	27	3
3131	28	47.89
3131	29	20.21
3131	31	185;196;543;892;1161;1297;1384;1388;1624;1625;1658;1668;1705;2143;2151;2350;2351;2352;2470;2635;2655;2719;3023;3099
3131	36	8204371.69
3131	37	60.35
3131	38	17.97
3131	39	39.16
3131	40	106.02
3131	41	-9.26
3131	42	48.38
3131	43	0
3131	44	106.73
3131	45	3.00
3131	46	0.02
3131	47	58.22
3131	48	79.12
3131	49	506.65
3131	50	704.65
3132	36	448501.74
3132	37	35.79
3132	38	21.90
3132	39	28.85
3132	40	122.13
3132	41	114.38
3132	42	118.25
3132	43	70
3132	44	485.79
3132	45	106.00
3132	46	0.05
3132	47	105.67
3132	48	149.43
3132	49	999.36
3132	50	1052.19
3133	1	1.00
3133	2	4214.99
3133	4	447.38
3133	5	9.50
3133	6	730.00
3133	7	1739.40
3133	8	4215.00
3133	9	6.00
3133	10	150.00
3133	11	61.84
3133	12	1.00
3133	13	1.15
3133	14	1.22
3133	15	365.00
3133	16	6.36
3133	18	168.00
3133	19	87.42
3133	21	12.02
3133	23	326.63
3133	26	1.00
3133	27	2
3133	28	49.69
3133	29	734.84
3133	31	367;543;1113;1297;1573;2655
3133	33	1.10
3133	36	6704451.99
3133	37	56.61
3133	38	19.91
3133	39	38.26
3133	40	145.82
3133	41	72.66
3133	42	109.24
3133	43	0
3133	44	186.51
3133	45	0.00
3133	46	0.03
3133	47	70.08
3133	48	56.73
3133	49	662.92
3133	50	762.75
3134	2	10.79
3134	3	41.49
3134	12	1.00
3134	16	0.98
3134	19	4.00
3134	26	2.00
3134	28	58.26
3134	31	196;1297;1658;2151;2295;2399;2622;2655;2719
3134	36	4579333.70
3134	37	9.32
3134	38	-8.92
3134	39	0.20
3134	40	35.95
3134	41	-13.29
3134	42	11.32
3134	43	0
3134	44	46.53
3134	45	1.00
3134	46	0.12
3134	47	141.85
3134	48	241.31
3134	49	1308.37
3134	50	1560.30
3135	36	500257.54
3135	37	5.86
3135	38	-12.44
3135	39	-3.29
3135	40	40.64
3135	41	23.92
3135	42	32.28
3135	43	1
3135	44	46.84
3135	45	2.00
3135	46	0.16
3135	47	72.34
3135	48	228.99
3135	49	900.27
3135	50	1524.81
3136	2	7.13
3136	3	39.50
3136	12	1.00
3136	26	2.00
3136	31	1658;2151;2622;2655
3136	36	558271.78
3136	37	13.89
3136	38	4.73
3136	39	9.31
3136	40	0.88
3136	41	-16.82
3136	42	-7.96
3136	43	3
3136	44	61.40
3136	45	7.00
3136	46	0.13
3136	47	127.26
3136	48	269.94
3136	49	997.98
3136	50	1585.38
3137	2	29.80
3137	3	58.49
3137	4	75.99
3137	9	2.00
3137	12	1.00
3137	16	1.00
3137	24	1.50
3137	26	2.00
3137	27	3
3137	31	196;428;892;940;941;1257;1297;1658;2143;2144;2151;2622;2655;2719
3137	36	6262590.00
3137	37	12.80
3137	38	-26.20
3137	39	-6.69
3137	40	40.84
3137	41	-16.79
3137	42	12.02
3137	43	0
3137	44	44.20
3137	45	1.00
3137	46	0.14
3137	47	127.16
3137	48	238.78
3137	49	1182.04
3137	50	1542.24
3138	2	7.98
3138	3	38.99
3138	11	91.24
3138	12	1.00
3138	16	0.99
3138	17	1.00
3138	26	2.00
3138	31	196;1297;1388;1658;2143;2151;2655;2719
3138	36	14056670.99
3138	37	15.84
3138	38	-28.63
3138	39	-6.39
3138	40	51.41
3138	41	-17.53
3138	42	16.93
3138	43	0
3138	44	37.40
3138	45	1.00
3138	46	0.13
3138	47	98.96
3138	48	241.03
3138	49	975.18
3138	50	1564.52
3139	3	35.49
3139	12	1.00
3139	26	2.00
3139	31	1658;2151
3139	32	6.91
3139	36	3728544.28
3139	37	7.81
3139	38	-9.95
3139	39	-1.06
3139	40	31.56
3139	41	-10.92
3139	42	10.31
3139	43	0
3139	44	44.42
3139	45	1.00
3139	46	0.13
3139	47	143.21
3139	48	241.80
3139	49	1323.35
3139	50	1548.50
3140	2	17.78
3140	3	45.99
3140	9	2.00
3140	12	1.00
3140	16	1.00
3140	26	2.00
3140	27	3
3140	31	196;679;1297;1658;2151;2655;2719
3140	36	132686.33
3140	37	-5.87
3140	38	-8.84
3140	39	-7.36
3140	40	115.71
3140	41	105.20
3140	42	110.46
3140	43	270
3140	44	790.78
3140	45	305.00
3140	46	0.04
3140	47	196.77
3140	48	244.60
3140	49	1370.42
3140	50	1640.76
3141	2	14.49
3141	3	47.50
3141	9	1.00
3141	11	78.21
3141	12	1.00
3141	16	0.99
3141	17	2.25
3141	26	2.00
3141	27	3
3141	28	60.41
3141	31	196;277;1257;1267;1297;1388;1658;2143;2151;2622;2655;2719
3141	36	9321164.08
3141	37	15.46
3141	38	-22.43
3141	39	-3.48
3141	40	40.46
3141	41	-16.79
3141	42	11.83
3141	43	0
3141	44	40.42
3141	45	1.00
3141	46	0.13
3141	47	117.75
3141	48	240.05
3141	49	1110.03
3141	50	1552.01
3142	2	17.69
3142	3	51.00
3142	4	115.00
3142	9	1.00
3142	27	3
3142	31	1048
3142	36	50763.90
3142	37	-11.94
3142	38	-15.99
3142	39	-13.97
3142	40	50.48
3142	41	47.86
3142	42	49.17
3142	43	3
3142	44	30.74
3142	45	6.00
3142	46	0.16
3142	47	137.40
3142	48	217.65
3142	49	1317.59
3142	50	1707.83
3143	3	47.00
3143	12	1.00
3143	26	2.00
3143	31	1658;2151
3143	32	15.46
3143	36	3096721.15
3143	37	8.26
3143	38	-13.37
3143	39	-2.55
3143	40	29.42
3143	41	-10.70
3143	42	9.36
3143	43	0
3143	44	42.24
3143	45	1.00
3143	46	0.13
3143	47	145.87
3143	48	243.93
3143	49	1319.51
3143	50	1551.37
3144	2	6.98
3144	3	34.00
3144	11	107.97
3144	12	1.00
3144	16	1.00
3144	17	1.00
3144	26	2.00
3144	28	52.50
3144	31	196;1297;1658;2151;2655;2719
3144	36	4237572.76
3144	37	8.40
3144	38	-8.92
3144	39	-0.26
3144	40	35.95
3144	41	-11.75
3144	42	12.09
3144	43	0
3144	44	37.39
3144	45	1.00
3144	46	0.12
3144	47	142.12
3144	48	240.35
3144	49	1319.26
3144	50	1559.54
3145	36	410454.80
3145	37	6.84
3145	38	0.86
3145	39	3.85
3145	40	48.02
3145	41	11.08
3145	42	29.55
3145	43	2
3145	44	11.32
3145	45	3.00
3145	46	0.10
3145	47	53.51
3145	48	251.52
3145	49	643.53
3145	50	1624.48
3146	2	9.20
3146	3	45.25
3146	4	52.65
3146	9	1.00
3146	11	114.95
3146	12	1.00
3146	16	1.00
3146	17	1.50
3146	26	2.00
3146	27	3
3146	28	60.83
3146	31	44;196;277;892;1257;1297;1658;1860;1938;2143;2151;2622;2655;2719;2900;3110
3146	36	16847056.25
3146	37	37.34
3146	38	-34.77
3146	39	1.28
3146	40	52.05
3146	41	-17.53
3146	42	17.25
3146	43	0
3146	44	41.56
3146	45	1.00
3146	46	0.13
3146	47	68.05
3146	48	226.22
3146	49	729.41
3146	50	1481.97
3147	2	14.40
3147	3	49.50
3147	9	2.00
3147	12	1.00
3147	26	2.00
3147	27	3
3147	31	196;679;1658;2151;2655
3147	36	874536.94
3147	37	13.94
3147	38	-5.94
3147	39	4.00
3147	40	117.73
3147	41	95.18
3147	42	106.46
3147	43	1
3147	44	92.96
3147	45	4.00
3147	46	0.13
3147	47	236.67
3147	48	250.40
3147	49	1668.71
3147	50	1770.55
3148	3	51.00
3148	31	1658
3148	32	19.54
3148	36	52.88
3148	37	-21.40
3148	38	-21.47
3148	39	-21.43
3148	40	33.89
3148	41	33.81
3148	42	33.85
3148	43	5
3148	44	5.00
3148	45	5.00
3148	46	0.25
3148	47	75.00
3148	48	238.00
3148	49	961.00
3148	50	1412.00
3149	2	7.60
3149	3	39.50
3149	12	1.00
3149	26	2.00
3149	31	1658;2151;2622;2655
3149	36	665399.76
3149	37	-11.05
3149	38	-23.02
3149	39	-17.04
3149	40	36.60
3149	41	27.31
3149	42	31.96
3149	43	1
3149	44	32.61
3149	45	4.00
3149	46	0.15
3149	47	69.29
3149	48	219.64
3149	49	793.43
3149	50	1462.07
3150	2	1137.36
3150	31	1547
3150	36	1941260.00
3150	37	27.17
3150	38	8.55
3150	39	17.86
3150	40	109.46
3150	41	88.33
3150	42	98.89
3150	43	2
3150	44	155.17
3150	45	9.00
3150	46	0.09
3150	47	164.24
3150	48	232.83
3150	49	1095.58
3150	50	1474.00
3151	1	1.00
3151	2	924.55
3151	4	300.00
3151	6	932.57
3151	7	240.00
3151	8	960.00
3151	9	6.00
3151	11	191.09
3151	12	1.00
3151	15	365.00
3151	16	1.12
3151	18	318.00
3151	19	50.47
3151	21	20.00
3151	23	660.82
3151	24	1.00
3151	26	2.00
3151	27	2
3151	28	181.21
3151	29	520.00
3151	31	208;223;511;543;732;1297;1544;1547;1822;1848;2344;2493;2511;2655;2660;2986
3151	33	1.10
3151	36	1504921.10
3151	37	9.33
3151	38	-8.78
3151	39	0.27
3151	40	120.25
3151	41	95.18
3151	42	107.72
3151	43	1
3151	44	149.98
3151	45	4.00
3151	46	0.14
3151	47	237.29
3151	48	248.73
3151	49	1664.86
3151	50	1740.31
3152	2	342.32
3152	11	185.42
3152	16	1.75
3152	19	19.89
3152	24	1.00
3152	31	223;1544;1547;2344;2511;2655
3152	36	262116.82
3152	37	23.44
3152	38	10.43
3152	39	16.94
3152	40	109.46
3152	41	102.79
3152	42	106.12
3152	43	2
3152	44	220.98
3152	45	12.00
3152	46	0.11
3152	47	149.90
3152	48	210.90
3152	49	1172.49
3152	50	1359.80
3153	2	5.05
3153	3	30.99
3153	9	1.00
3153	11	78.63
3153	12	1.00
3153	16	2.54
3153	17	1.00
3153	26	2.00
3153	27	3
3153	31	44;1257;1297;1658;2143;2151;2655;2894;2896;2898
3153	36	13760621.45
3153	37	31.60
3153	38	-27.56
3153	39	2.02
3153	40	47.61
3153	41	-17.53
3153	42	15.03
3153	43	0
3153	44	34.56
3153	45	1.00
3153	46	0.13
3153	47	69.66
3153	48	240.47
3153	49	763.13
3153	50	1546.42
3155	36	107157.22
3155	37	23.19
3155	38	19.82
3155	39	21.51
3155	40	-74.13
3155	41	-84.95
3155	42	-79.54
3155	43	2
3155	44	108.76
3155	45	16.00
3155	46	0.02
3155	47	103.50
3155	48	252.34
3155	49	1271.00
3155	50	1782.03
3156	2	9.12
3156	3	33.74
3156	5	1.00
3156	7	10.72
3156	8	9.01
3156	12	1.00
3156	16	1.94
3156	17	1.00
3156	18	60.00
3156	19	1.73
3156	20	16.26
3156	26	2.00
3156	28	28.28
3156	29	4.51
3156	31	185;186;543;871;1083;1085;1297;1509;1658;2143;2151;2622;2655
3156	36	2889477.80
3156	37	42.78
3156	38	21.88
3156	39	32.33
3156	40	-74.16
3156	41	-101.35
3156	42	-87.75
3156	43	0
3156	44	59.54
3156	45	4.00
3156	46	0.05
3156	47	85.22
3156	48	158.82
3156	49	877.06
3156	50	1024.64
3157	3	29.00
3157	9	1.00
3157	12	1.00
3157	26	2.00
3157	27	3
3157	31	889;1658;2151
3157	32	3.88
3157	36	66549.07
3157	37	25.56
3157	38	21.23
3157	39	23.39
3157	40	-75.00
3157	41	-84.95
3157	42	-79.97
3157	43	2
3157	44	92.09
3157	45	5.00
3157	46	0.03
3157	47	111.11
3157	48	250.96
3157	49	1261.00
3157	50	1950.00
3158	2	85.26
3158	3	82.74
3158	4	121.55
3158	12	1.00
3158	16	0.98
3158	24	1.00
3158	26	2.00
3158	31	81;406;1297;1658;2143;2151;2622;2655
3158	36	390567.59
3158	37	2.22
3158	38	-10.70
3158	39	-4.23
3158	40	150.87
3158	41	127.39
3158	42	139.13
3158	43	1
3158	44	10.48
3158	45	1.00
3158	46	0.11
3158	47	266.74
3158	48	227.20
3158	49	1677.36
3158	50	1705.86
3159	2	29.95
3159	3	54.78
3159	4	82.32
3159	7	33.31
3159	8	29.55
3159	9	1.00
3159	12	1.00
3159	16	0.98
3159	17	2.00
3159	24	1.50
3159	26	2.00
3159	27	1
3159	31	81;196;406;1297;1658;1822;1948;1950;2143;2151;2622;2655
3159	36	527482.57
3159	37	2.64
3159	38	-10.70
3159	39	-4.02
3159	40	153.11
3159	41	127.28
3159	42	140.19
3159	43	1
3159	44	11.28
3159	45	1.00
3159	46	0.12
3159	47	256.72
3159	48	234.76
3159	49	1658.55
3159	50	1691.54
3160	2	44.92
3160	3	65.03
3160	4	94.70
3160	12	1.00
3160	16	0.98
3160	24	1.00
3160	26	2.00
3160	31	81;406;978;1297;1658;2143;2151;2655
3160	36	251382.79
3160	37	1.75
3160	38	-10.37
3160	39	-4.30
3160	40	147.40
3160	41	118.75
3160	42	133.07
3160	43	1
3160	44	70.79
3160	45	1.00
3160	46	0.07
3160	47	220.07
3160	48	228.29
3160	49	1711.33
3160	50	1816.63
3161	2	43.24
3161	3	60.71
3161	4	86.36
3161	12	1.00
