tsn	tsn_accepted
4833972	2435239
4833974	2435239
4833946	4833945
6006408	2435239
9409509	4834013
4833262	4833945
3240030	4833945
4830227	4833945
4834090	4833945
3239701	2433353
4831905	2432308
4831879	2432277
4831903	2432308
3239735	2432560
4831902	2432308
4831904	2432308
4831906	2432308
3239727	2432308
9104230	2438391
9097066	2438391
8720385	2438391
2438393	2438391
7628593	2438391
9201533	2438391
4827487	
4827673	
4827081	
9467931	
4832919	
9634646	
4827535	
4827699	
4573936	
8637287	
9589826	
9366855	
4971254	
9280003	
4575808	
8501707	8568901
8024864	4263039
9067325	2435458
9472468	9354510
4969847	
9243620	7786966
9715192	7786966
7676553	2433050
9352478	
9168272	
7364557	4265711
2432960	4265711
8510883	2433391
8692785	2433391
8559320	2433391
4832724	2433391
5936241	9620764
8826539	
9018469	
8630859	4266547
7261923	4266547
8887682	5706921
8773971	7261715
6163362	5219506
8792659	4266376
8596750	4969188
9195541	4265123
8394539	2436566
7561290	2436566
8022312	2436566
8185504	2436566
7627333	2436566
8062465	2436566
9615974	2436566
7516537	2436566
7872286	2436566
7482870	2436566
7986905	2436566
8767938	2436566
8513074	8484491
8642123	8484491
8557037	8484491
8694710	8484491
8439628	8484491
8637856	8484491
8690330	8484491
2440453	6165038
8608148	7193952
8589637	7193952
8482246	7193952
4833576	6163871
8938744	9311722
5786444	9428596
9141792	9428596
9059697	9311722
9078799	4262533
9036402	4266184
8847295	6165234
9223530	9274828
8801450	5706828
8210243	2432545
8543219	4970115
9358708	4970115
8592042	4970115
8656965	4970115
8535156	
8678000	
9536142	4970039
8666417	4970039
9416452	4970039
5786962	2438654
8939782	2438654
8270381	2438654
7744433	2438654
9188669	2438654
7814056	2436638
8132296	2436638
8198275	2436638
7378785	2436638
8768370	2436638
2437587	4263039
9465246	4263039
9244028	4970115
2438392	2438391
8522171	9354510
7472346	9274828
9551274	4970115
9431236	4970115
9578558	9382056
4969192	9382056
9440388	8537788
4973816	9345470
9296321	9354510
4969190	9354510
9459472	5936239
8463978	9281219
9329796	9633498
9375247	4973544
9528177	7786966
2437295	7786966
9449980	9508820
8570039	2433391
4971792	9472996
4974883	9407203
4972936	9409601
9341911	9620764
9425529	9620764
8522579	4968579
4968997	9276913
9302635	9276913
9465701	9276913
4972709	9501102
6164533	6164531
8546297	4973726
9456057	9624269
9311954	9624269
4968955	9624269
9576623	9624269
9383860	9624269
9502676	9624269
9575547	4969188
9503700	4969188
9384847	4969188
8819624	9311722
4266882	9311722
9446786	4265292
9350659	4970039
8460363	4970039
9347707	4973542
9614575	4973542
4973820	9349412
5786367	2436566
9436354	4970115
8592099	
9393452	
9330818	
9313127	
9625519	
9430098	
9242982	
9337403	
8700379	9235735
9454777	
9434214	
9468053	
9508058	
9496442	
9536569	
9582935	
9394841	
8845736	
9565228	
9554315	
9450723	
9542486	
9629768	
9372158	
9305940	
9513837	
9273639	
9246876	
9524718	
9262594	
9317138	
9599928	
9571094	
9490621	
9462302	
9416871	
9279102	
9361609	
9350267	
9235935	
9289328	
9617847	
9611856	
9588822	
9422635	
9405417	
9344662	
9333328	
9377850	
9391699	
9260129	
4832370	4832369
9384864	
8443362	3239541
9593314	
9283221	
9440651	
9327036	
9367834	
9252881	
9486217	
9518289	
9472447	
9399144	
9560793	
9296337	
9461690	
4981042	4831191
9306526	
9497063	
9607673	
9256210	
9283034	
9269748	
9593077	
9440861	
9561026	
9819328	
9253109	
9340681	
8957398	
9564384	
9368048	
9354288	
9589700	
9578798	
9677100	
9489789	
9395651	
9239791	
9622103	
9412792	
9472228	
8179357	
9279891	
9309904	
9532300	
9444134	
4576721	
9565404	
4830992	
4830892	
9513641	
5428935	
3239575	
4827208	
4827305	
4827233	
4827209	
3239898	
4830955	
4827758	
4827749	
4830997	
4830996	
4830974	
4827289	
4827400	
4827405	
9329099	
8478314	
4830893	
4830965	
9496764	4832471
8636986	4832471
4829173	4829172
9427573	4833890
4833891	4833890
9549378	2435098
4831134	4831133
4970119	
4827367	
4827303	
4827319	
4830973	
4830915	
7687113	
4830940	
4971719	
4830937	
4827245	
4827295	
4827298	
4974673	
4827323	
8345118	
9438485	
9496274	
4827272	
9520371	
4830942	
4830939	
4830994	
9114464	2438621
8961465	2438621
7810236	2438621
9364737	2438621
8992168	2438621
7500864	2438621
8329612	2438621
6163545	2438621
6163544	2438621
2438623	2438621
8729354	2438621
8252170	2438621
9055266	2438621
9402267	2438621
8844695	2438621
7688422	2438621
8202182	2438621
8762012	2438621
8586020	2438621
8900405	2438621
8757605	2438621
4267226	
4830926	
4827250	
3239912	
4830935	
7810355	
4827766	
4827419	
4830944	
4827763	
4827231	
8466020	
4827296	
3239637	
8907411	
4830927	
4572088	
4827268	
4827236	
9435036	2441199
4266552	8629468
8983719	8629468
8585862	9191081
9426973	9500779
5786371	7262032
8629504	9264174
8442887	
9200542	2440203
8683336	9382368
7406416	2437943
9091065	2437943
9187940	2437943
8866422	2437943
8227898	2437943
8848659	2437943
7713001	2437943
7785292	2437943
4352048	2440656
8159748	2440656
4352046	2440656
8361315	2440656
4352041	2440656
4352045	2440656
4352044	2440656
5722824	2440656
2440661	2440656
5722827	2440656
5722826	2440656
5722825	2440656
8771080	5219482
8960390	5219482
8443178	
7416383	2438651
8787453	2438651
8785236	2438651
8873505	2438651
9024664	2438651
9409378	2438651
8128462	2438651
7194067	2438651
9117735	2438651
6163552	2438651
8932040	2438651
8732302	2438651
8092363	2438651
2437807	4264989
7368037	2438625
5786931	2438634
8143976	2438625
9168920	2438050
8884032	2438050
9033253	2438050
8777427	2438050
7261630	8809072
8941942	8809072
9094007	8809072
9107276	8809072
8851359	8809072
9034155	7261500
8868101	4266384
8792688	4266419
4831932	4266388
9343866	9423474
8985555	4262355
8441799	4267247
9032030	4267247
9550619	9308707
8897054	4265250
9091966	5707260
9161258	6163753
8524579	6163753
9415264	6163753
8760521	9052026
4265911	9052026
8821912	5707086
2438106	5786920
9169606	4264890
8922092	4264890
9128197	4264890
8974738	4264890
8883401	4264890
8831990	4264890
8778034	4264890
9032564	4264890
9073126	4264890
8741583	4264890
8741651	7261694
7927275	2437685
8672502	4974082
8563907	
4974818	
8646264	
7562538	2438648
7753619	2438648
7939222	2438648
8870781	2438648
8260804	2438648
7626053	2438648
9123093	2438648
8214224	2438648
7437156	2438648
9183233	2438648
8729737	2438648
7985654	2438648
8934740	2438648
8782660	2438648
8070477	2438648
9027503	2438648
7635056	2438648
8395893	2438648
4409248	2438648
8737020	2438648
4974013	9052883
2437841	4264986
2437803	4264986
8064705	4264986
8990066	4264986
9057417	4264986
8842716	4264986
7793680	4264986
8907087	4264986
8763912	4264986
8898321	4264986
9153481	4264986
7261629	8809072
2439395	8809072
5786072	4267247
9575872	9382368
2432373	9052026
8647745	9500779
4969244	9500779
9622334	9500779
4264595	8809072
2439392	8809072
2438600	2438651
4969782	9554266
9289034	4968871
7456473	2433006
9386142	8677858
4970169	9191081
4969194	9500779
4973695	9264174
4972708	9382368
4970709	9534783
9414045	9545381
4973696	9360005
4973035	9520707
9495227	4971371
8612211	8748042
9437209	
9330335	
9632919	
8603240	9378
9368622	
9592465	
9566686	
9258349	
9512395	
8476467	9485576
8604741	
4827096	
8479204	
4827092	
8574133	
4826667	
9021545	
4827093	
4831567	3240504
3240505	3240504
9340343	4832450
4832451	4832450
4827834	2439601
4827832	2439601
3240722	2439601
4827707	2436509
4827706	2436509
3239364	3240071
3239702	2433350
4832158	2433350
4832159	2433350
4831915	2432340
8601107	
4826666	
4974731	
9441005	
8624165	
4827097	
8440991	9571407
4973615	9614164
9194185	2438390
2438383	2438390
4973858	
8833291	2438630
8971652	2434899
2434900	2434899
9626447	4972126
9375333	8618039
9112430	4265125
8727593	4265125
9088881	4265125
9380603	5936240
9021173	2440934
7558380	8316400
7530842	8316400
8265111	8316400
7943517	8316400
7657998	8316400
8217726	8316400
7603294	8316400
8313871	8316400
8342697	8316400
7512960	8316400
8189318	8316400
7396895	8316400
7748577	8316400
9567565	8316400
7990629	8316400
8037153	8316400
9329884	8316400
7441137	8316400
7749408	8316400
9633417	8316400
8066238	8316400
7822755	8316400
8265967	8316400
9392622	8316400
7676064	8316400
8141362	8316400
7486383	8316400
8018549	8316400
7703212	8316400
8391451	8316400
8113001	8316400
7441892	8316400
7869338	8316400
7972192	8316400
7795235	8316400
7585195	8316400
7370404	8316400
7897044	8316400
7261591	2437463
7601857	2437463
7898522	2437463
8749113	2437463
9160947	2437463
8809347	2440254
4831209	8602092
9057301	2438603
9144218	2438603
6163547	2438603
8078992	2438603
7059247	2438603
8851198	2438603
9204830	2438603
8731185	2438603
8963455	2438603
8898426	2438603
8842828	2438603
9276656	9795706
9214109	2438603
8809237	2438603
8954817	2438603
9293247	2438603
8990173	2438603
7570582	2438603
7930798	2438603
8755780	2438603
8723255	2438603
8906983	2438603
8763817	2438603
9084846	2438603
9153355	2438603
8497344	9261255
7942994	2433055
4264309	2437415
4264295	2437415
9618424	
9443674	9004923
4971072	9004923
9324053	9004923
9304786	9616572
8684610	4969187
8273673	2438157
8821581	2438157
5722761	4351530
9306468	
7802765	8286847
8701642	4832538
4974663	4974670
9064300	6164539
9055619	4267364
8757290	4267364
5218477	4266480
8507833	5219511
9089335	4266406
9134647	4266438
8818577	7261561
8966662	4265893
8881714	7261909
2438997	4264955
8849631	5707242
8810774	5707246
8571714	2436194
8283035	2436194
8810907	5707276
9565233	
9090571	
7762336	4265908
2432369	4265908
5787641	4265908
9206798	2436927
9517048	7342818
8041396	2438606
8415961	2438606
9002043	2438606
8951581	2438606
9282103	
7884442	2438675
8407234	2438675
8116465	2438606
9060610	2438606
8930064	2438606
7892846	2438606
9215836	2438606
9201476	2438606
9368985	2438606
9045090	2438606
8895300	2438606
5786923	2438675
8938284	2438675
9097126	2438606
8752806	2438606
7508892	2438606
8785606	2438606
8734112	2438606
8986970	2438606
8338297	2438606
9119777	2438606
9083177	2438606
7772678	2438606
9178221	2438606
9592093	2438606
8965070	2438606
8818951	2438606
7581098	2438606
8806190	2438606
8875430	2438606
4409200	2438606
8910166	2438606
5786924	2438675
8290229	2438606
8241073	2438606
8854259	2438606
4409246	2438606
7534919	2438606
7725537	2438606
8732660	2438606
7967893	2438606
9118148	2438606
8931636	2438606
8841254	2438606
8766770	2438606
7919850	2438606
8117343	2438606
7607402	2438606
7758086	7740017
4266909	7832196
5786129	7832196
4266916	7740017
9079754	7832196
7432812	7740017
5786132	7832196
8256103	7740017
9010491	5707110
9021650	4266791
9495945	4974574
2437313	8028887
2441074	2441073
9727629	2441073
7875738	4264923
2438173	4264923
4833131	2434814
9623152	2434814
9011784	2434814
5816570	2434814
8797097	2434814
9191157	2434814
9785418	
4973985	9044953
9078805	2439386
9276883	8568066
4264063	2437463
2438222	8286847
9372927	2436194
4264065	2437463
2438602	2438606
8484524	
9401978	
9243236	4832609
4971355	4832609
4827062	3239549
7869034	
9406030	
9553678	
9549043	
9530028	
9410522	
6142175	
9455881	
9241963	
9595427	
9285136	
9312103	
9778400	
9338460	
9429004	
9356530	
9474509	
9605305	
9484152	
9624432	
8487294	
4827122	
2439126	2439125
8158390	2439125
4827129	
4827060	
4827057	
3239550	
4825876	
4969453	4969456
9543722	4969456
9535298	4969456
9619102	4969456
9610673	4969456
9423876	4969456
4969457	4969456
9620361	
4825880	
3239604	
3239551	
8460798	8100175
8473012	3240495
4833697	4833696
4833231	4833230
4833232	4833230
4831156	8588598
4831160	8588598
4831839	3239733
6006389	2432565
4831885	2432515
4831884	2432515
4831860	2432565
4831861	2432565
4831890	2432515
6006390	2432565
7009334	3239733
4831887	2432515
8537337	9447550
8698052	
4827153	
9275909	
2438631	2438611
8662009	9500967
9571642	
8924201	
8320453	4264825
8444388	4265087
9453181	4265087
2437916	4265087
4969858	
4969864	
8695162	5936338
8586819	5936338
8484868	5936338
8805819	2438662
7374445	2438662
4409239	2438662
7819413	2438662
7679374	2438662
7606556	2438662
4409238	2438662
5219811	7530815
9527243	2438938
8829919	5219501
8610375	9469556
9257752	2436191
8450723	9427102
7462967	2438292
7653946	2438292
8366029	2438292
7845052	2438292
8779835	2438292
7534826	2438292
7727187	2438292
8288461	2438292
8972813	2438292
9126174	2438292
9030585	2438292
7542289	2439122
7960219	2439122
6100698	2439122
8374086	2439122
9102168	
9302141	
7421887	2438348
9132072	2438348
8918454	2438348
9069339	2438348
8978421	2438348
8744983	2438348
9046065	5706861
5220083	6165009
8968467	4265385
8727243	4266355
9038932	4266433
7985849	7262040
9179913	7262040
2438087	5786965
9021567	6163914
4969855	
4831853	4266198
9533546	2432147
9039849	5706826
9153588	5707287
8907641	4266711
8521118	8883852
9194324	4266032
9098026	2439121
8511731	2439121
7457285	2439121
8326152	2439121
8855092	2439121
8672341	9103859
8465377	9103859
8540601	9103859
8659755	9103859
4969752	
2437831	4264985
9617173	8572722
8559605	4973875
5936028	9131259
4974568	9554830
4973536	9447550
4974777	9381628
9269385	8515422
9308301	9459900
4970053	9500967
2438506	4264825
5722763	7756652
9569119	8528029
4973038	9293993
9571582	9451166
9263046	9451166
4970467	9451166
8640528	4973874
4974968	9469556
9610436	9469556
9351629	9469556
4970416	9427102
8955169	8608565
2438838	2438292
4971796	9624720
4969088	9203757
9610521	9351554
4974507	9351554
6142174	9551331
8708863	9256653
9514218	9256653
4970408	9629386
9333684	9629386
8530680	9442212
5936303	9103859
9527959	4972039
9310273	9427102
9460078	8883852
9620165	8883852
9530850	9103859
9320241	9447550
9298726	2438662
5786932	2438662
9623578	9103859
4969455	4969456
9343506	4969456
9502017	9103859
9238636	2432147
9585574	
9375325	
9467093	
4832679	9361
9535700	
9618729	
9571972	
9334144	
9406234	
9507228	
9246063	
9582060	
9351062	
9360795	
9272796	
9236701	
9649812	
9290131	
9461472	
9378685	
9306750	
9423483	
9343857	
9388280	
9316320	
9611016	
9553470	
9628921	
9451544	
9478910	
9525574	
9468924	
9299650	
9433385	
9497289	
9600783	
9263417	
9543345	
4831098	
4831080	
9558408	5219483
4831081	
4825325	
3239926	
4831095	
3239892	
4831032	
3240666	3240665
4825605	4825604
4825934	2440300
4825950	2440300
4825932	2440300
3240137	2440300
4825944	2440300
4825967	2440300
4825935	2440300
4825968	2440300
4825933	2440300
4825948	2440300
4288026	2440300
4825945	2440300
4833939	2435194
4833940	2435194
4833938	2435194
7735724	2435194
4833924	2435022
4833925	2435022
4833928	2435022
5219445	2435022
4833960	2435194
7762362	2435194
6006410	2435194
8017979	2435022
4833930	2435022
3240067	2435022
4833927	2435022
8463387	2435194
8405192	2435194
5430605	2435194
7009352	2435022
4833929	2435022
3240065	2435022
4833937	2435194
7657388	2435022
4833936	2435194
4833926	2435022
3240068	2435022
4833932	2435022
5428995	2435022
4833941	2435194
3240064	2435022
4833933	2435022
6006409	2435194
4833934	2435022
8643774	8216553
8441040	8216553
8223063	8216553
5431698	8216553
4831894	2432345
4831876	2432578
7573661	5428957
4831897	2432345
4831901	2432345
4831898	2432345
4831900	2432345
4831893	2432345
3239731	2432345
4831895	2432345
4831892	2432345
4831896	2432345
7009335	2432345
4831899	2432345
9159512	
4825937	
9031290	
4831096	
4827449	
4831036	
9420457	
9494206	
3239893	
9584507	
9809253	5220124
4831046	
9557772	8717612
4972934	8717612
8623320	4970116
9626684	4970116
4825941	
4825938	
8936614	
9103774	
8760682	
8814232	
9668525	
8854623	
9210506	
9051859	
7767639	7730554
8786326	
8868993	
9029391	
8818199	
8936563	
9017551	
4266915	8075047
8119505	4264992
5219499	5219498
9012468	5219498
5786369	7262034
9617237	8499875
8626382	8653831
8449642	8653831
8740420	
8833168	
8973485	
8607178	
9164050	
8639269	
4825962	
8728021	
9126878	
5219710	4265127
8133089	2433282
8804252	4264922
8856231	4264922
8949591	4264922
7711714	4264922
7890707	4264922
8718455	4264922
7405203	4264922
8226601	4264922
9042939	4264922
7786564	4264922
8768708	4264922
9199245	4264922
9102032	4264922
9099302	4264922
8912194	4264922
8635492	4971098
9506855	9315957
8500633	9315957
8492863	9315957
8726390	
8868955	
4825965	
9185212	
8791846	
8460450	4973652
8631187	8834709
8892642	
8846079	
8989369	
8993587	
8758932	
8780073	7261884
9012768	6163497
9012222	4265346
8938003	6163502
8867580	6163502
8771241	7262051
9161797	7262051
8890567	7262051
8450898	4973312
8655264	4973312
9114218	4265278
9174136	4265272
9183123	7261756
8944801	6164589
9097005	6164589
9104297	6164589
9045222	6164622
8951716	6164589
8720454	6164589
9156584	6164622
9023745	6164589
8766647	6164622
8955521	7262031
8703385	7262031
4351817	7194018
9112945	
8960030	
7538083	2438619
8393236	2438632
8804683	2438632
8369469	2438619
4409247	2438619
7752733	2438619
9158450	2438632
8995328	2438619
9208618	2438619
7628526	2438632
7964632	2438619
7745275	2438619
7560068	2438632
9149636	2438619
8831762	4266225
9192466	4266206
8888542	4265294
9512023	4265290
8773161	4265290
8846753	5218980
8861220	6163634
8479571	8963291
9597216	7946545
7983480	7946545
4832403	2440493
7660652	2433102
8910544	
8450224	
8979975	
8916927	
9225002	
9103749	2438620
2438613	2438620
8945322	2438620
8719965	2438620
4409221	2438620
7598394	2438620
2438967	7730554
8748323	7262031
9585952	9276394
7682272	9276394
4972452	9623664
9696248	8026166
8586596	8946998
9511193	8787647
8523535	8787647
4970357	8787647
9780117	7634499
8611875	4969399
9395644	4969399
4969873	9525735
4971728	8789632
9331554	8789632
9402806	4973533
9364210	4973533
4973700	9397916
9454034	8639309
9366385	8639309
9270956	5936244
4970286	8599125
9615537	4971098
4969452	9315957
9280240	9590068
9618812	4975197
9306824	4975197
9381837	9096463
9578789	9096463
8643419	9096463
4973111	9558140
8659860	8620504
8586051	4969398
9357584	4969398
9409470	4969398
9272650	4969964
8572045	9471889
9194102	6164589
8860878	6164589
2437307	7946545
4969262	8578922
8678465	4975137
2437802	4264992
8019623	7194018
9346763	4971098
9108676	6163634
2438172	4264922
9318923	8963291
9481874	9287330
9329899	
9437693	
8522476	3240210
4351985	3240210
9374453	
4832901	3240210
9511542	
9259205	
8448436	3240210
9633408	
9320551	
8465429	3240210
8679825	3240210
9557853	
9586521	
9492878	
9567590	
4971112	3240210
9250153	
8471720	3240210
9521188	
9447293	
9392605	
9276953	
9615447	
9448412	
9585337	
9249670	3240247
9538916	
9233757	
9419145	
9275832	
9510400	
4832631	3240247
9347977	
9260345	
9805138	
8525865	3240247
9568699	
8544035	3240247
4835332	3240247
9740741	
9614272	
9464594	
9303698	
9330355	3240247
9346871	
9782099	
9620663	
4970955	5313
8394729	5313
9393916	
9251428	
4970978	5313
9257920	
8700885	5313
9328556	
9634788	
9672015	
9484618	
4971014	5313
8458381	5313
9238056	5313
4970930	5313
9445959	
4970993	5313
9321874	
4970992	5313
9366352	
9813737	
9284718	
4352233	5313
4970989	5313
9559222	
9512863	
8533031	5313
9519880	
9594954	
9400654	
9474040	
9414595	5313
8444745	5313
8566645	5313
8581602	5313
9566196	
9451990	4832504
4832296	
4832327	
4827742	
4832279	
4832323	
4832321	
4832281	
8656458	9246674
8387576	4267116
7554765	4267116
7633812	4267116
4832275	
5722700	5220060
9423964	5220060
2440591	5220060
9351488	5220060
8464501	5220060
5722694	5220060
5722699	5220060
4351646	5220060
4351639	5220060
4351650	5220060
9610582	5220060
8609473	5220060
7609565	5220060
4351635	5220060
5722698	5220060
5722696	5220060
4351538	5220060
5722702	5220060
8671295	5220060
4832513	
9213684	
4832302	
3239537	
9457252	2438225
2438226	2438225
9063784	2438225
7513777	2438225
7675237	2438225
9220919	2438225
7441944	2438225
2438228	2438225
8749893	2438225
5936276	2438225
5219781	2438225
4832638	
7531007	3239614
4832307	
7237055	
4831333	3239691
8540117	4825854
9583247	4825854
9462618	4825854
8455174	4825854
8578139	4825854
8620080	4825854
8660285	4825854
3240150	2440013
6006353	3239473
4833229	4833228
4833968	2434894
3240058	2434894
4833966	2434894
4833918	2434894
4833965	2434894
4833970	2434894
4833961	2434894
4833967	2434894
4833963	2434894
4288008	2434894
4833964	2434894
4833962	2434894
4833977	2434894
6006397	3239918
4831140	2437131
4831128	4831127
4831120	4831127
7348301	4831126
4831138	2437131
7948568	3239918
9550321	
7438737	5219747
8068776	5219747
9060914	5219747
9140597	5219747
9157033	5219747
7940884	5219747
4832315	
8839024	
8170449	7571319
9043181	7571319
9357366	7571319
7414735	7571319
7721357	7571319
7352995	7571319
8247033	7571319
9399671	7571319
7915586	7571319
9409694	7571319
9429858	7571319
7731267	7571319
8284192	7571319
8236762	7571319
7468759	7571319
7766887	7571319
3239547	
8719682	
4832328	
3240188	
5218516	2432488
6163663	2432488
9023043	2432488
8401991	2438381
7620417	2438381
4971971	4969702
4975191	8459211
5936409	8459211
2437317	8428945
9000700	
8946424	2439467
8855714	2439467
8266125	2439467
8804784	2439467
6163598	2439467
9043506	2439467
9049535	2439467
8264980	2439467
7748441	2439467
8859311	2439467
7749530	2439467
6163597	2439467
9437791	2439467
7704133	2439467
8768183	2439467
7485522	2439467
9039638	2439467
8312876	2439467
6163596	2439467
9158335	2439467
9003573	2439467
4832537	8474835
5816561	2433058
9001982	2438385
9372737	5219375
5816475	
8650532	
7416319	2438384
8016930	2438384
9163982	2438384
7487966	2438384
4409179	2438384
8238436	2438384
9511136	8541779
8487882	8541779
9351806	
8541418	
8275336	2437942
7739728	2437942
8901045	2437942
9051029	2437942
7758377	2437942
7450719	2437942
6164536	6164534
4288009	6164534
6164535	6164534
8503606	9560680
8701184	9560680
8497054	4263716
6164782	6164780
6164781	6164780
6164783	6164780
9019510	4265737
9023370	7261729
9109157	7261933
8694103	8509730
8483975	8509730
8587759	8509730
8788077	6163913
9074566	2438612
9126759	2438612
7977174	2438612
8882048	2438612
8032101	2438612
8740297	2438612
8837208	7261411
8807469	
9008816	4266039
9373231	4971601
8650216	4971601
8629837	4971601
8446587	4971601
8568669	4971601
9512732	4971601
8985483	2439473
8928591	2439473
8968117	2439473
7897992	2439473
8112056	2439473
8735479	2439473
8218721	2439473
9079983	2439473
7369514	2439473
9121350	2439473
7397784	2439473
8751408	2439473
9062167	2439473
9139288	2439473
9202914	
9174372	
8664040	5313
9470411	5313
5722703	5220060
4971068	5220060
5722701	5220060
4351651	5220060
9634650	4971601
9277033	3240210
8668805	4969396
4973966	9246674
9337944	4972711
8533012	9526635
4974833	8851033
4974565	9332824
8897848	2439467
4973692	9432578
9371815	9589156
9395154	9589156
4973548	9521483
8626495	8595257
4982294	8541779
2438235	4265019
9465445	4973546
9446509	4941699
4973139	9560680
8470519	9282709
9345068	4971159
8544655	9289683
4971841	9368813
9461842	8577655
9306376	8577655
4970409	8478506
9405789	8478506
9599384	4974567
9789465	9714101
9656542	9714101
9570786	4825854
9389410	4825854
9446065	4971601
9516580	5313
9298259	5313
5722704	5220060
4351645	5220060
9399223	9560680
9516085	8509730
9374345	3240210
9254467	5313
9397078	5313
9305659	4825854
9262301	4825854
9328673	4971601
9397477	5313
9562518	5313
9609580	5313
9418266	
8497881	9541927
9428807	
8949646	
9338655	
7834374	4265186
7664505	4265186
8747198	4265186
8972639	4265186
9006789	4265186
7524394	4265186
8834017	4265186
8826188	4265186
9134583	4265186
9224044	4265186
8354851	4265186
8532534	8979178
2438082	5786916
4832643	4832507
7951494	2440349
4832465	2440349
4287971	2440349
3240238	2440349
3240240	2440349
4832456	2440349
4351438	2440349
7545906	2440349
4351435	2440349
3240239	2440349
7395757	2440349
4287970	2440349
4832464	2440349
4828774	3240592
4829056	3240592
4828779	3240592
4829063	3240592
7683417	3240592
9364890	3240592
3240741	3240592
4828776	3240592
4828775	3240592
4829061	3240592
2437585	3240592
4828778	3240592
7622850	3240592
8334948	3240592
4828777	3240592
3240740	3240592
4828780	3240592
4828781	3240592
4829072	3240592
4828150	3240709
3240710	3240709
8619967	3240709
4829160	3240758
6006440	3240758
6006441	3240758
3240703	3240702
7696451	2436478
4827402	2436478
7390325	2436478
8210560	2436478
3240038	3240037
4833223	4571871
4834008	4834007
4833976	4834007
4831123	2437166
4831124	2437166
4826915	2440823
3240170	2440823
3240169	2440823
4827066	
9566443	2437412
7487014	2437412
8269846	2437412
7434059	2438153
9098423	2438153
9102907	2438153
8257415	2438153
8946140	2438153
2438094	5786917
8645750	
9814819	
9116440	
8731167	
9103389	8055765
7479641	8055765
4969096	2433341
9725674	
7371398	2437727
7629161	2437727
7559424	2437727
7584194	2437727
8940363	2437727
7942423	2437727
8314954	2437727
8392523	2437727
7916655	2437727
8017519	2437727
8140245	2437727
7991711	2437727
8190409	2437727
7511916	2437727
7487384	2437727
7870408	2437727
8708391	4968696
7059246	2438638
8801351	2438638
6163543	2438638
9039753	2438638
8950022	2438638
5219828	2438638
8215891	2438638
8139570	2438638
7372021	2438638
2438642	2438638
8661463	4969294
9551777	2438942
9243171	
8195776	5219496
8546889	4972165
7505981	2432542
8442730	
4265082	2437919
4265084	2437919
8600904	4262380
8961122	6164979
9109313	5707277
9062201	5707102
4831854	4266218
9213032	
9154056	4266706
8025785	8303143
2437328	7666001
9436793	8303143
4970683	9547430
4970687	9547430
4970688	9547430
8641047	9396795
5786988	5219879
5786990	5219879
5786995	5219879
5786989	5219879
8411009	5219879
5786993	5219879
7612071	5219879
5786991	5219879
8723994	5219879
5786994	5219879
9168172	5219879
8940946	5219879
7432608	5219879
5786987	5219879
9108327	5219879
8884725	5219879
9033962	5219879
2434898	2434895
9195970	
9314703	2437880
2438644	2438638
5219497	5219496
2437291	8303143
9522090	8303143
4969907	9541927
9453645	8979178
9293147	8614637
9309441	4971512
8697768	4975112
9233745	8474768
9446212	4971255
8556036	2433341
4970057	9412396
9264072	4968696
9461702	4969294
9582301	4969294
8501268	4969294
9378468	4969294
8610843	9289250
4971183	9258917
9567292	9258917
9495854	8471641
4827047	9388932
9339939	9547430
4970164	9396795
9442962	9396795
2437314	8055765
9497052	4969294
9579997	4972165
4409152	4265186
6163542	2438638
2438643	2438638
9255121	9396795
8691515	4287973
9243223	
9311449	
9502154	
9267944	
9550384	
9428295	
9430375	
9313374	
9530705	
9383566	
9502381	
9528627	
9268185	
9456358	
9339145	
9456591	
9577173	
9383345	
9623717	
9576934	
9337149	
9625785	
9824341	5445
9295071	
4351881	5445
9241302	
4351880	5445
4351869	5445
9250995	
9365908	
9401096	
9558745	
9332620	
9389836	
8530756	5446
9235242	
9421881	
9825113	5446
4832449	
9630514	
8650586	5446
8520849	5446
9417581	
9434935	
9523970	
9495715	
9711910	
9317850	
9345313	
9570350	
4351445	5446
9449995	
9537306	
9508806	
8446922	5446
9377122	
9583674	
9463044	
4832459	
9247542	
9305244	
9274331	
9541748	
8473257	5446
8549152	5446
9261892	
4833105	5446
8629488	5446
8599494	5446
9617076	
8681636	5446
9354495	
9412584	
4832490	
4832485	
4832382	
8445366	
4974046	
3240231	
4832470	
8679736	4974084
4829820	
4832478	
4832389	
9312717	
8513885	
4832473	
4832462	
7460956	2433186
4832480	
2433288	4265411
4832486	
4832469	
4826906	2435421
3240162	2435421
4833220	2433501
4833236	2433504
4833219	2433501
4834003	2435171
4834001	2435171
4834002	2435171
8264493	2435171
4833993	3240063
5428997	2435171
4833994	3240063
4831805	2432562
4831812	2432528
4831803	5218521
4834377	5218521
4831816	2432576
4831807	2432562
3239737	2432562
4831801	5218521
4831806	2432562
4830065	5218521
3239736	2432562
4831802	5218521
8964221	
9645396	
8490346	
9403396	
4832442	
4832491	
8683471	
7710265	7640191
9312556	8845602
9165973	
9084080	
5936088	
6066799	2439604
5816498	2437781
7737928	2438299
9092843	2438299
8030322	2438299
9049299	2438299
7430802	2438299
7760138	2438299
8724096	2438299
8253946	2438299
9108438	2438299
9205823	2438299
8810126	2438299
6066822	5706515
9493370	5706515
7904322	5706515
4826910	
8618527	8491590
8563829	5219334
8634868	5219334
8442203	5219334
8796778	2438626
7792664	2438626
7705732	2438626
