tsn	completename
8460363	Paraenhydrocyon wallovianus
9347707	Pitymys llanensis
9614575	Pedomys llanensis
4973820	Mytonomys burkei
2435412	Phascomurexia naso
4264537	Thomomys mazama helleri
5786367	Cercopithecus aethiops
9436354	Tremarctotherium californicum
8592099	Panamacebus
9393452	? gitongai
9330818	? sciurea
9313127	? blakei
9625519	? cana
9430098	? caraya
3239610	Protopithecus
9242982	? palliatus
9337403	? harringtoni
8700379	Xenotrichidae
9454777	? lagothricha
4827320	Soriacebus
9434214	? mexicana
9468053	? pratensis
9508058	? prevostianus
9496442	? magnus
9536569	? parva
9582935	? kormosi
9394841	? dixonensis
8845736	? floridana
9565228	? lacustris
9554315	? topali
9450723	? roperi
9542486	? robusta
9629768	? adamsi
9372158	? crassigenis
9305940	? phillipsii
9513837	? minimus
9273639	? kormosi
9246876	? inexspectatus
9524718	? depereti
4830933	Pseudotrimylus
9262594	? europaea
9317138	? pusilliformis
9599928	? talpoides
9571094	? gigas
9490621	? carolinensis
9462302	? micromorphus
9416871	? compressa
9279102	? iberica
9361609	? soriculoides
9350267	? compressus
9235935	? brevicaudus
9289328	? stehlini
9617847	? dakotensis
9611856	? crawfordi
9588822	? vireti
9422635	? mawbyi
9405417	? chasseae
9344662	? repenningi
9333328	? kretzoii
9377850	? zelceus
2435788	Scutisorex
2435858	Blarina
9391699	? murinus
4827358	Chasselasia
9260129	? pygmaeus
2436442	Phaner
4832370	Dalpiaziniidae
9384864	? ombonii
8443362	Arisella capellae
9593314	? gallica
9283221	? collinsonae
9440651	? palaeindica
9327036	? magnus
9367834	? crassicuspidens
9252881	? quercyi
9486217	? stevensi
3239542	Agerinia
9518289	? roselli
9472447	? angustidens
9399144	? nagrii
9560793	? sciureus
9296337	? stehlini
4831193	Limaconyssus
9461690	? quadrans
4831212	Sigenyctia
4981042	Paradoxonycteris soricodon
9264513	Oligonyctia
9306526	? rosei
9497063	? dormaalensis
8483218	Limnotherium affine
4971962	Leptacodon packi
4827448	Bahinia
9607673	? nasuus
9256210	? radiatus
9283034	? monspessulanus
9269748	? torquatus
9593077	? germaini
9440861	? melalophos
9561026	? pileatus
9819328	? cyclopis
9253109	? frontatus
9340681	? macinnesi
8957398	? phayrei
9564384	? obscurus
9368048	? anubis
9354288	? niger
9589700	? hypsilophus
9578798	? francoisi
9677100	? gelada
9489789	? poliocephalus
9395651	? asnoti
9239791	? oswaldi
9622103	? larvatus
9412792	? maura
9472228	? thibetanus
8179357	? badius
9279891	? hamadryas
9309904	? aethiops
9532300	? verus
9444134	? silenus
9043231	Pithecus belliger
9076601	Pithecus potenziani
4830895	Arctisorex
4576721	Similisorex
4830993	Srinitium
2435504	Suncus
2435771	Chimarrogale
2435911	Megasorex
4830964	Limnoecus
9565404	Stirtonisorex
2435809	Notiosorex
4830992	Allosorex
4830892	Drepanosorex
9513641	Meingensorex
4831198	Plagioctenodon
4831196	Bayanulanius
2436619	Allenopithecus
5428935	Dinopithecus
4267129	Simias
3239575	Cercopithecus
4827208	Platydontopithecus
4827418	Miocallicebus
4827333	Mohanamico
4830858	Miocrocidosorex
4831004	Parydrosorex
2435792	Sylvisorex
4830862	Aralosorex
3239911	Soricella
4830946	Paenepetenyia
4831002	Adeloblarina
4971744	Builstynia
4974610	Magnadapis
4572152	Sinoadapis
2436533	Trachypithecus
2436543	Cercocebus
2436659	Saimiri
4827305	Caipora
4827318	Chilecebus
2435526	Solisorex
2435914	Ruwenzorisorex
4830936	Paranourosorex
4830961	Planisorex
2435817	Cryptotis
4832331	Himalayacetus
4832332	Gandakasia
8626133	Afradapis
4827745	Cercamonius
4577575	Aframonius
4827753	Sivaladapis
9425280	Eosoricodon
4831192	Darbonetus
9500592	Edzenius
4827233	Rhinocolobus
2436563	Semnopithecus
2436602	Macaca
4827206	Proconsul
4827209	Rangwapithecus
2436640	Ateles
3239898	Macdonaldius
4577537	Ingentisorex
4830955	Antesorex
2435779	Anourosorex
2435501	Surdisorex
2436444	Allocebus
4827758	Sivaladapsis
4827749	Arisella
4827764	Protoadapis
4831194	Amphidozotherium
2436567	Cercopithecus
2436547	Erythrocebus
2436565	Chlorocebus
8508494	Dolichocebus
4830956	Petenyia
4577552	Lunanosorex
4830925	Tregosorex
4830997	Alloblairinella
4830924	Paracryptotis
4830996	Anourosoricodon
2435528	Crocidura
4830974	Mafia
4827339	Bugtilemur
4827757	Omanodon
4574938	Cryptotopos
2436596	Procolobus
4827289	Procynocephalus
4827400	Sakinus
8467830	Acrecebus
4827399	Carlocebus
4827405	Szalatavus
2436656	Lagothrix
4830945	Hesperosorex
2435916	Diplomesodon
2435497	Paracrocidura
9329099	Viretia
4830912	Alluvisorex
4830963	Cokia
4827747	Microadapis
4827759	Djebelemur
4827765	Leptadapis
4971941	Pontifactor
4827290	Rungwecebus
3239596	Presbytis
4266981	Piliocolobus
8478314	Brabocetus gigaseorum
3239609	Stirtonia
8448960	Atasorex
4971727	Angustidens
4830966	Crusafontina
4830893	Shikamainosorex
4830965	Asoriculus
4830975	Miosorex
4830914	Lartetium
4832333	Ambulocetus
8613446	Mazateronodon
4827761	Panobius
9196158	Acrodentis
4831211	Paranyctoides
4831206	Nyctilestes
4831213	Oedolius
8658311	Hondonadia pumila
9496764	Palacodelphis
8636986	Scaldicetus crispus
4972531	Pterogaulus barbarellae
4829173	Dipodoides
9427573	Parahemicyon
4833891	Plithocyon
9549378	Herpailurus
4831134	Lanthanotherium
4969715	Tapocyon dawsonae
9636368	Paradipoides stovalli
6142171	Chlororhysis incomptus
4974824	Washakius izetti
4974825	Washakius insignis
8608567	Hemicyon minor
8540495	Hemicyon sansaniensis
4971137	Scaldicetus bellunensis
4971140	Scaldicetus degiorgii
4970100	Hemicyon barbouri
8659887	Hemicyon grivensis
4970119	Plithocyon armagnacensis
2436552	Theropithecus
4827367	Saimiris
4827303	Tremacebus
4827319	Antillothrix
4830973	Peisorex
4830915	Neomysorex
4830896	Deinsdorfia
4830950	Paradomnina
7687113	Crocidura
4830940	Siwalikosorex
4971719	Anouroneomys
2435814	Congosorex
4830937	Allopachyura
4827762	Indraloris
8666784	Nievesia
4831205	Ceutholestes
4827245	Procercocebus
4827295	Parapapio
8620487	Nsungwepithecus
4827298	Cercopithecoides
9119866	Cartelles
4974673	Killikaike
4827323	Laventiana
8345118	Stirtonia
9438485	Paranotiosorex
4830995	Sulimskia
4830954	Kordosia
4572311	Zelceina
4830960	Domnina
2435894	Chodsigoa
4831009	Soricolestes
9496274	Darocasorex
2436446	Microcebus
3239544	Mahgarita
4827756	Adapis
4831201	Scraeva
4974667	Phileosimias
4827239	Libypithecus
4827272	Omopithecus
4827306	Homunculus
5428974	Heterosorex
9520371	Turiasorex
2435766	Neomys
4830942	Carposorex
4830939	Dimylosorex
4830994	Macroneomys
4830923	Alloblarinella
2435918	Myosorex
4830951	Beremendia
4830938	Petenyiella
2435492	Nectogale
2436450	Cheirogaleus
4831186	Yuanqulestes
4831207	Nyctitherium
4831202	Plagioctenoides
4831195	Bumbanius
9461531	Talpilestes
4831210	Saturninia
5963043	Colobus
4827225	Prohylobates
9049464	Microtus longicaudus macrurus
9114464	Microtus mordax sierrae
8961465	Microtus mordax bernardinus
7810236	Microtus angusticeps
8871225	Microtus longicaudus bernardinus
9063488	Microtus longicaudus leucophaeus
9168491	Microtus longicaudus angusticeps
9364737	Microtus mordax
8886274	Microtus longicaudus alticola
8992168	Microtus mordax littoralis
7500864	Arvicola alticolus
8329612	Arvicola leucophaeus
6163545	Microtus longicaudus coronarius
9103277	Microtus longicaudus halli
6163544	Microtus longicaudus longicaudus
2438623	Microtus coronarius
8718290	Microtus longicaudus sierrae
8729354	Microtus longicaudus incanus
8994485	Microtus longicaudus vellerosus
8972532	Microtus longicaudus littoralis
8252170	Microtus vellerosus
9055266	Microtus mordax latus
9402267	Arvicola longicaudus
8844695	Microtus mordax abditus
9130772	Microtus longicaudus abditus
7688422	Arvicola mordax
8202182	Microtus macrurus
8762012	Microtus mordax angustus
8586020	Microtus cautus
8900405	Microtus longicaudus baileyi
8757605	Microtus mordax halli
4267226	Oreonax
4830962	Wilsonosorex
4830941	Beckiasorex
4971772	Tavoonyia
4830926	Trimylus
2435790	Feroculus
4827348	Fendantia
4971976	Asionyctia
4827185	Eosimias
8307483	Allochrocebus
4827250	Parapresbytis
4827386	Sapajus
2436635	Cebus
4831003	Blarinoides
4575675	Lusorex
2435762	Blarinella
3239912	Galemys
4830894	Paenesorex
4830935	Nectogalinia
7810355	Heterosorex
4831005	Crocidosorex
4266973	Mirza
4827766	Shizarodon
4267002	Rhinopithecus
4827419	Nacholapithecus
4830943	Amblycoptus
4830944	Dolinasorex
4830913	Parasorex
2435935	Sorex
4830934	Anchiblarinella
4827755	Anchomomys
4827750	Azibius
4827748	Adapoides
4827763	Cryptadapis
2436587	Lophocebus
4827230	Mesopithecus
4827231	Paracolobus
2436590	Miopithecus
2436527	Pygathrix
8466020	Ashleycetus
8458804	Solimoea
4827304	Cebupithecia
4830967	Ulmensia
4971777	Taatsiinia
4830998	Clapasorex
2435494	Nesiotites
2435784	Soriculus
4827760	Pronycticebus
4831204	Wyonycteris
2436524	Nasalis
4827296	Microcolobus
5219585	Papio
4827299	Dolichopithecus
3239637	Sylvanus
8907411	Soromandrillus
4827326	Xenothrix
2436665	Brachyteles
2436647	Alouatta
4827314	Paralouatta
4971760	Paenelimnoecus
3239913	Florinia
2435880	Episoriculus
4830927	Hemisorex
4572088	Mysarachne
9278934	Suevosorex
4832371	Dalpiazina
4827751	Caenopithecus
4827754	Donrussellia
4827746	Huerzeleris
4831197	Voltaia
4831200	Euronyctia
4827186	Phenacopithecus
4827228	Victoriapithecus
5219555	Mandrillus
4827268	Paradolichopithecus
4827236	Gorgopithecus
4262787	Tetracerus quadricornis quadricornis
4262788	Tetracerus quadricornis subquadricornutus
9435036	Cerophorus quadricornis
4262789	Tetracerus quadricornis iodes
4970514	Merycobunodon littoralis
4974802	Yaquius travisi
8773074	Hemicyon teilhardi
9507746	Hoplocetus perpinguis
4973719	Dipoides tanneri
9288437	Erinaceus sansaniensis
4971989	Lantanotherium longirostre
8622147	Advenimus hupeiensis
8879301	Dipoides problematicus
4974817	Diablomomys dalquesti
8494701	Hondonadia parca
4974814	Baataromomys ulaanus
8494828	Advenimus burkei
8863965	Olallamys albicauda albicauda
8717589	Olallamys albicauda apolinari
8817441	Blairina gidleyi
5219332	Viverra tangalunga lankavensis
7193930	Viverra tangalunga tangalunga
8949122	Viverra tangalunga lancavensis
8878357	Dinosorex pusillus
4266552	Mormopterus loriae cobourgiana
8983719	Tadarida loriae cobourgiana
8585862	Osteoborus progressus
9426973	Protohippus castilli
7262033	Chlorocebus tantalus tantalus
5786371	Cercopithecus tantalus
8629504	Microparamys lysitensis
8442887	Chilcacetus cavirhinus
8983755	Puma yaguarondi
4973720	Dipoides smithi
9598857	Plesispermophilus argoviensis
4973850	Rapamys fricki
4973727	Eucastor lecontei
8571243	Kuterintja ngama
8483357	Didymoconus gromovae
8669743	Duquettichnus kooli
9477862	Plesispermophilus macrodon
9442869	Petrokozlovia notos
4969743	Protictis aprophatos
9288336	Plesispermophilus ernii
8665886	Sineleutherus issedonicus
4971410	Simojovelhyus pocitosense
4973723	Eucastor dividerus
9200542	Dorcopsis vanheurni
8683336	Peridyromys compositus
7406416	Mus damarensis
9091065	Epimys nigricauda kalaharicus
9187940	Thallomys leuconoe bradfieldi
8866422	Rattus paedulcus robertsi
8227898	Thallomys davisi
8848659	Thallomys leuconoe molopensis
7713001	Thallomys herero
7785292	Thallomys leuconoe
4352048	Phocaena phocaenoides
8159748	Delphinus melas
4352046	Phocoena phocaenoides
8361315	Neomeris phocaenoides
7194027	Neophocaena phocaenoides phocaenoides
4352041	Nomerus melus
6165025	Neophocaena phocaenoides asiaeorientalis
4352045	Phaoecana phocaenoides
6165026	Neophocaena phocaenoides sunameri
4352044	Neophocaena phocoenoides
5722824	Neomeris melas
2440661	Delphinus phocaenoides
5722827	Neomeris kurrachiensis
8858045	Neophocaena phocaenoides asiaorientalis
5722826	Neomeris phocaenoides
5722825	Delphinapterus molagan
8946882	Nesorex palustris
8735739	Hyopsodus gracilis
8609249	Thinolestes anceps
8771080	Cryptotis mexicana peregrina
8960390	? peregrina
8622009	Hondonadia praecipitia
4974820	Loveina minutus
8545095	Iberodon quadrituberculatus
4974345	Ukhaatherium nessovi
9507552	Palaeodelphis grandis
9333289	Mylagaulus laevis
8443178	Xianshou songae
4971143	Scaldicetus caretti
9499230	Tshelkaria rostrata
4266266	Vespadelus caurinus
7416383	Arvicola mogollonensis
8787453	Microtus mexicanus navaho
8785236	Microtus mexicanus guadalupensis
8873505	Microtus mexicanus fundatus
9024664	Microtus mexicanus subsimus
9409378	Arvicola mexicana
9177384	Microtus mexicanus mogollensis
8128462	Arvicola phaeus
7194067	Microtus mexicanus mexicanus
9117735	Microtus mexicanus madrensis
8873056	Microtus mexicanus fulviventer
6163552	Microtus mexicanus hualpaiensis
8932040	Microtus mexicanus salvus
8732302	Microtus mexicanus neveriae
9034164	Microtus mexicanus phaeus
8092363	Microtus fulviventer
2437807	Gerbillus bottai
8731040	Eroides frontatus
9194054	Leptacodon acherontus
8911912	Telmalestes crassus
8529928	Limnotherium tyrannus
9480837	Plesispermophilus angustidens
4974635	Hoanghonius stehlini
6142170	Chlororhysis knightensis
6165041	Delphinus capensis capensis
6165042	Delphinus capensis tropicalis
4971957	Leptacodon proserpinae
4974645	Plesiopithecus teras
8571775	Zygiocetus nartorum
8576166	Advenimus ulungurensis
8610163	Marymus dalanae
4973849	Rapamys wilsoni
4973715	Dipoides rexroadensis
4971988	Lantanotherium sanmigueli
8510334	Didymoconus colgatei
8459932	Sineleutherus uyguricus
4266267	Vespadelus regulus
4832472	Scaldicetus macgeei
4266261	Vespadelus vulturnus
7368037	Pitymys byroni
5786931	Microtus michnoi ungurensis
8143976	Pitymys atticus
9168920	Neofiber alleni exoristus
8884032	Neofiber alleni apalachicolae
9033253	Neofiber alleni struix
8777427	Neofiber alleni nigrescens
6163307	Sorex daphaenodon sanguinidens
6163306	Sorex daphaenodon scaloni
7194091	Sorex daphaenodon daphaenodon
8671524	Hipposyus formosus
8720500	Leptacodon ladae
7261630	Cratogeomys tylorhinus tylorhinus
8941942	Pappogeomys tylorhinus tylorhinus
9094007	Platygeomys tylorhinus
9107276	Cratogeomys tylorhinus arvalis
8851359	Platygeomys neglectus
9034155	Perognathus intermedius nigrimontis
8868101	Myotis petax loukashkini
8792688	Myotis herrei
4831932	Myotis patriciae
9343866	Macaca florentina
8985555	Cervus elaphus bactrianus
8441799	Ateles dariensis
9032030	Ateles robustus
9550619	? tenuis
8897054	Coleura silhouettae
9582588	Hoplocetus minor
9431984	Choerolophodon kisumuensis
4973713	Dipoides williamsi
4971142	Scaldicetus inflatus
8653864	Camelodon arapahovius
9517510	Prodaphaenus robustus
8529292	Hemicyon statzlingii
9038082	Hemicyon barstowensis
8465277	Hemicyon goriachensis
4973718	Dipoides wilsoni
8628338	Allohyaena kadici
9091966	Petalia damarensis brockmani
9161258	Paradoxurus leucotis
8524579	Arctogalidia leucotis
9415264	Arctogale leucotis
8760521	Vespertilio minutus somalicus
4265911	Neoromicia somalicus somalicus
8821912	Vespertilio nigrita
2438106	Oryzomys auriventer
9169606	Mus manei
8922092	Mus nipalensis
9128197	Mus dubius
8974738	Mus musculus bieni
8883401	Mus musculus sinicus
8831990	Mus tytleri
8778034	Mus urbanus
9032564	Mus rama
9073126	Mus musculus taiwanus
8741583	Mus viculorum
6163392	Sorex bairdi permiliensis
7059225	Sorex bairdi bairdi
8741651	Chilonycteris macleayii
8722697	Lantianus xiehuensis
4971958	Leptacodon munusculum
8731064	Desmodilliscus braueri braueri
8950569	Desmodilliscus braueri buchanani
7927275	Desmodilliscus buchanani
8672502	Phenacodus robustus
8563907	Whakakai waipata
4973717	Dipoides stirtoni
9794859	Willmus maximus
9151870	Dipoides intermedius
4973716	Dipoides vallicula
8576281	Pascualdelphys fierroensis
8453488	Hondonadia pittmanae
8701288	Peramuroides tenuiscus
4974818	Loveina zephyri
8646264	Xianshou linglong
8561875	Scaldicetus antwerpiensis
9611990	Merycobunodon walshi
7562538	Stenocranius buturlini
7753619	Microtus angustus
7939222	Arvicola raddei
8870781	Microtus gregalis tarbagataicus
8260804	Microtus ravidulus
7626053	Microtus castaneus
9123093	Microtus gregalis montosus
8214224	Microtus angelicus
7437156	Arvicola eversmanni
9183233	Arvicola arvalis slowzowi
8729737	Microtus gregalis dolguschini
7985654	Arvicola nordenskioldi
8934740	Microtus gregalis tundrae
8782660	Microtus gregalis zachvatkini
8070477	Microtus tianschanicus
9027503	Microtus gregalis brevicauda
7635056	Stenocranius major
8395893	Stenocranius kossogolicus
4409248	Mus gregalis
8737020	Microtus gregalis unguiculatus
4974013	Barylambda churchilli
2437841	Gerbillus campestris
8856678	Dipodillus campestris wassifi
2437803	Gerbillus quadrimaculatus
8064705	Dipodillus hilda
9199597	Dipodillus campestris campestris
8990066	Gerbillus campestris wassifi
9057417	Dipodillus dodsoni patrizii
8842716	Dipodillus campestris rozsikae
7793680	Dipodillus dodsoni
8907087	Dipodillus campestris cinnamomeus
8763912	Dipodillus campestrist riparius
8898321	Dipodillus campestris roszikae
9153481	Dipodillus campestris haymani
4266268	Vespadelus douglasorum
8483537	Loveina sheai
7261629	Cratogeomys tylorhinus
2439395	Pappogeomys tylorhinus
5786072	Ateles fusciceps robustus
4266263	Vespadelus darlingtoni
9575872	Myomimus compositus
4266265	Vespadelus finlaysoni
2435099	Puma concolor
2432373	Eptesicus somalicus
4826484	Dartonius jepseni
2432525	Idionycteris phyllotis
4266264	Vespadelus troughtoni
4267117	Chlorocebus tantalus budgetti
2435146	Puma yagouaroundi
4974826	Washakius woodringi
8647745	Calippus castilli
4969244	Pliohippus castilli
9622334	Merychippus castilli
4267123	Chlorocebus tantalus marrensis
4264595	Cratogeomys neglectus
2439392	Pappogeomys neglectus
4266269	Vespadelus baverstocki
2438600	Microtus mogollonensis
4969782	Shandgolictis constans
9289034	Gomphotherium buckneri
7456473	Neoplatymops mattogrossensis
9386142	Didolodus conidens
4970169	Borophagus hilli
4969194	Calippus hondurensis
4973695	Knightomys depressus
4972708	Myomimus dehmi
4970709	Sivatherium maurusium
9414045	Schizogliravus garouillensis
4973696	Knightomys minor
4973035	Paranamatomys storeri
9495227	Gervachoerus jaegeri
4266262	Vespadelus pumilus
8612211	Peramus dubius
9437209	? levisanus
9330335	? coryphaeus
9632919	? gaudryanus
8603240	Hyracidae
9368622	? arboreus
9592465	? capensis
4827444	Premnoides
9566686	? torrejonius
9258349	? nacimienti
9512395	? sirokyi
8659884	Saadanius
4827717	Saharagalago
4827094	Aeolopithecus
4832363	Andrewsarchus
5428964	Prohyrax
8476467	Myotalpa myospalax
5428922	Simiolus
2437072	Heterohyrax
8604741	Goedertius
9013480	Arktocara
8579748	Phoxomylus
4827096	Aelopithecus
4827447	Palaechthon
4832362	Eoconodon
4832361	Stelocyon
4832608	Allodelphis
4827441	Plesiolestes
2437043	Dendrohyrax
8479204	Ninjadelphis
4827092	Tabelia
